id,LoaiSims,TacVu,SoSim,Gia,Mang,LoaiGia,NamSinh,Anh
280,,thuong,0708070297,900000,2,,,/default.png
279,,thuong,0708040297,900000,2,,,/default.png
278,,thuong,0708120297,900000,2,,,/default.png
277,,thuong,0708020494,900000,2,,,/default.png
276,,thuong,0708171292,900000,2,,,/default.png
275,,thuong,0777552272,900000,2,,,/default.png
274,,thuong,0708170292,900000,2,,,/default.png
273,,thuong,0708100797,900000,2,,,/default.png
272,,thuong,0708090280,900000,2,,,/default.png
271,,thuong,0708090281,900000,2,,,/default.png
270,,thuong,0762767889,900000,2,,,/default.png
269,,thuong,0766779178,900000,2,,,/default.png
268,,thuong,0766667721,900000,2,,,/default.png
267,,thuong,0766668821,900000,2,,,/default.png
266,,thuong,0766667758,900000,2,,,/default.png
265,,thuong,0766779980,900000,2,,,/default.png
264,,thuong,0766667716,900000,2,,,/default.png
263,,thuong,0766776692,900000,2,,,/default.png
262,,thuong,0766779958,900000,2,,,/default.png
261,,thuong,0766667731,900000,2,,,/default.png
260,,thuong,0766667715,900000,2,,,/default.png
259,,thuong,0766779962,900000,2,,,/default.png
258,,thuong,0766779965,900000,2,,,/default.png
257,,thuong,0708170991,900000,2,,,/default.png
256,,thuong,0708040991,900000,2,,,/default.png
255,,thuong,0708110997,900000,2,,,/default.png
254,,thuong,0708150998,900000,2,,,/default.png
253,,thuong,0708050998,900000,2,,,/default.png
252,,thuong,0702338986,900000,2,,,/default.png
251,,thuong,0702378389,900000,2,,,/default.png
250,,thuong,0762678389,900000,2,,,/default.png
249,,thuong,0766798389,900000,2,,,/default.png
248,,thuong,0708020503,900000,2,,,/default.png
247,,thuong,0708040503,900000,2,,,/default.png
246,,thuong,0708010994,900000,2,,,/default.png
245,,thuong,0708020997,900000,2,,,/default.png
244,,thuong,0708150992,900000,2,,,/default.png
243,,thuong,0708170992,900000,2,,,/default.png
242,,thuong,0702339186,900000,2,,,/default.png
241,,thuong,0708060200,900000,2,,,/default.png
240,,thuong,0708130898,900000,2,,,/default.png
239,,thuong,0708170797,900000,2,,,/default.png
238,,thuong,0708050292,900000,2,,,/default.png
237,,thuong,0708180192,900000,2,,,/default.png
236,,thuong,0766770899,900000,2,,,/default.png
235,,thuong,0708170997,900000,2,,,/default.png
234,,thuong,0708050991,900000,2,,,/default.png
233,,thuong,0766583878,900000,2,,,/default.png
232,,thuong,0763783738,900000,2,,,/default.png
231,,thuong,0705987655,900000,2,,,/default.png
230,,thuong,0779567882,900000,2,,,/default.png
229,,thuong,0788567882,900000,2,,,/default.png
228,,thuong,0775567882,900000,2,,,/default.png
227,,thuong,0775567880,900000,2,,,/default.png
226,,thuong,0799456772,900000,2,,,/default.png
225,,thuong,0799456773,900000,2,,,/default.png
224,,thuong,0702456772,900000,2,,,/default.png
223,,thuong,0708020107,900000,2,,,/default.png
222,,thuong,0708060409,900000,2,,,/default.png
221,,thuong,0708050409,900000,2,,,/default.png
220,,thuong,0766737393,900000,2,,,/default.png
219,,thuong,0796737383,900000,2,,,/default.png
218,,thuong,0788505053,900000,2,,,/default.png
217,,thuong,0799313135,900000,2,,,/default.png
216,,thuong,0795505053,900000,2,,,/default.png
215,,thuong,0795505056,900000,2,,,/default.png
214,,thuong,0787505060,900000,2,,,/default.png
213,,thuong,0796636373,900000,2,,,/default.png
212,,thuong,0795616191,900000,2,,,/default.png
211,,thuong,0787525282,900000,2,,,/default.png
210,,thuong,0795505080,900000,2,,,/default.png
209,,thuong,0796515181,900000,2,,,/default.png
208,,thuong,0787606070,900000,2,,,/default.png
207,,thuong,0775505080,900000,2,,,/default.png
206,,thuong,0768535383,900000,2,,,/default.png
205,,thuong,0768515181,900000,2,,,/default.png
204,,thuong,0768515171,900000,2,,,/default.png
203,,thuong,0763717191,900000,2,,,/default.png
202,,thuong,0763656585,900000,2,,,/default.png
201,,thuong,0763616181,900000,2,,,/default.png
200,,thuong,0763515181,900000,2,,,/default.png
199,,thuong,0788737383,900000,2,,,/default.png
198,,thuong,0787737393,900000,2,,,/default.png
197,,thuong,0766575787,900000,2,,,/default.png
196,,thuong,0795636373,900000,2,,,/default.png
195,,thuong,0762515171,900000,2,,,/default.png
194,,thuong,0762505080,900000,2,,,/default.png
193,,thuong,0762535393,900000,2,,,/default.png
192,,thuong,0762616171,900000,2,,,/default.png
191,,thuong,0763505070,900000,2,,,/default.png
190,,thuong,0766535373,900000,2,,,/default.png
189,,thuong,0795535356,900000,2,,,/default.png
188,,thuong,0762505053,900000,2,,,/default.png
187,,thuong,0787535357,900000,2,,,/default.png
186,,thuong,0702535356,900000,2,,,/default.png
185,,thuong,0702717173,900000,2,,,/default.png
184,,thuong,0702303036,900000,2,,,/default.png
183,,thuong,0787727292,900000,2,,,/default.png
182,,thuong,0787626292,900000,2,,,/default.png
181,,thuong,0702303033,900000,2,,,/default.png
180,,thuong,0775505053,900000,2,,,/default.png
179,,thuong,0702313136,900000,2,,,/default.png
178,,thuong,0779535373,900000,2,,,/default.png
177,,thuong,0789234587,900000,2,,,/default.png
176,,thuong,0789234583,900000,2,,,/default.png
175,,thuong,0905736116,900000,2,,,/default.png
174,,thuong,0934986268,900000,2,,,/default.png
173,,thuong,0934966268,900000,2,,,/default.png
172,,thuong,0901138228,900000,2,,,/default.png
171,,thuong,0789234580,900000,2,,,/default.png
170,,thuong,0899234735,900000,2,,,/default.png
169,,thuong,0899234736,900000,2,,,/default.png
168,,thuong,0899230737,900000,2,,,/default.png
167,,thuong,0899201778,900000,2,,,/default.png
166,,thuong,0899206778,900000,2,,,/default.png
165,,thuong,0899205778,900000,2,,,/default.png
164,,thuong,0899209778,900000,2,,,/default.png
163,,thuong,0899204778,900000,2,,,/default.png
162,,thuong,0899203778,900000,2,,,/default.png
161,,thuong,0899231737,900000,2,,,/default.png
160,,thuong,0899234737,900000,2,,,/default.png
159,,thuong,0899235737,900000,2,,,/default.png
158,,thuong,0899236737,900000,2,,,/default.png
157,,thuong,0899238737,900000,2,,,/default.png
156,,thuong,0789234594,900000,2,,,/default.png
155,,thuong,0797234561,1100000,2,,,/default.png
154,,thuong,0786345675,1100000,2,,,/default.png
153,,thuong,0786345673,1200000,2,,,/default.png
152,,thuong,0935312929,1200000,2,,,/default.png
151,,thuong,0935190810,1200000,2,,,/default.png
150,,thuong,0935190913,1200000,2,,,/default.png
149,,thuong,0934959958,1200000,2,,,/default.png
148,,thuong,0798345670,1200000,2,,,/default.png
147,,thuong,0933782008,1200000,2,,,/default.png
146,,thuong,0783234556,1200000,2,,,/default.png
145,,thuong,0932574404,1200000,2,,,/default.png
144,,thuong,0934974404,1200000,2,,,/default.png
143,,thuong,0935594404,1200000,2,,,/default.png
142,,thuong,0901141085,1200000,2,,,/default.png
141,,thuong,0901140985,1200000,2,,,/default.png
140,,thuong,0901130585,1200000,2,,,/default.png
139,,thuong,0901140585,1200000,2,,,/default.png
138,,thuong,0901120285,1200000,2,,,/default.png
137,,thuong,0901140285,1200000,2,,,/default.png
136,,thuong,0901140687,1200000,2,,,/default.png
135,,thuong,0901130187,1200000,2,,,/default.png
134,,thuong,0901120487,1200000,2,,,/default.png
133,,thuong,0901160387,1200000,2,,,/default.png
132,,thuong,0901120387,1200000,2,,,/default.png
131,,thuong,0901120488,1200000,2,,,/default.png
130,,thuong,0901120398,1200000,2,,,/default.png
129,,thuong,0901120998,1200000,2,,,/default.png
128,,thuong,0931120399,1200000,2,,,/default.png
127,,thuong,0934733378,1200000,2,,,/default.png
126,,thuong,0935061099,1200000,2,,,/default.png
125,,thuong,0708060109,1200000,2,,,/default.png
124,,thuong,0901124404,1200000,2,,,/default.png
123,,thuong,0708050109,1200000,2,,,/default.png
122,,thuong,0935555147,1200000,2,,,/default.png
121,,thuong,0899986286,1200000,2,,,/default.png
120,,thuong,0934901155,1200000,2,,,/default.png
119,,thuong,0708040109,1200000,2,,,/default.png
118,,thuong,0905912255,1200000,2,,,/default.png
117,,thuong,0905752244,1200000,2,,,/default.png
116,,thuong,0935529797,1200000,2,,,/default.png
115,,thuong,0708030109,1200000,2,,,/default.png
114,,thuong,0932415577,1200000,2,,,/default.png
113,,thuong,0899937447,1200000,2,,,/default.png
112,,thuong,0786345671,1200000,2,,,/default.png
111,,thuong,0708020109,1200000,2,,,/default.png
110,,thuong,0935268526,1200000,2,,,/default.png
109,,thuong,0906574679,1200000,2,,,/default.png
108,,thuong,0708030191,1200000,2,,,/default.png
107,,thuong,0708060191,1200000,2,,,/default.png
106,,thuong,0906051975,1200000,2,,,/default.png
105,,thuong,0933868887,1200000,2,,,/default.png
104,,thuong,0899938188,1200000,2,,,/default.png
103,,thuong,0935670456,1200000,2,,,/default.png
102,,thuong,0935533288,1200000,2,,,/default.png
101,,thuong,0935625362,1200000,2,,,/default.png
100,,thuong,0901163828,1200000,2,,,/default.png
99,,thuong,0898234012,1200000,2,,,/default.png
98,,thuong,0939270468,1200000,2,,,/default.png
97,,thuong,0899905386,1200000,2,,,/default.png
96,,thuong,0898221094,1200000,2,,,/default.png
95,,thuong,0938915686,1200000,2,,,/default.png
94,,thuong,0899938456,1200000,2,,,/default.png
93,,thuong,0934834866,1200000,2,,,/default.png
92,,thuong,0898160992,1200000,2,,,/default.png
91,,thuong,0707070853,1200000,2,,,/default.png
90,,thuong,0905218778,1200000,2,,,/default.png
89,,thuong,0931638778,1200000,2,,,/default.png
88,,thuong,0905298778,1200000,2,,,/default.png
87,,thuong,0899206787,1200000,2,,,/default.png
86,,thuong,0899939785,1200000,2,,,/default.png
85,,thuong,0899203787,1200000,2,,,/default.png
84,,thuong,0899207787,1200000,2,,,/default.png
83,,thuong,0898180393,1200000,2,,,/default.png
82,,thuong,0899204787,1200000,2,,,/default.png
81,,thuong,0899938080,1200000,2,,,/default.png
80,,thuong,0899939359,1200000,2,,,/default.png
79,,thuong,0931222002,1200000,2,,,/default.png
78,,thuong,0899937668,1200000,2,,,/default.png
77,,thuong,0931270378,1200000,2,,,/default.png
76,,thuong,0933071082,1200000,2,,,/default.png
75,,thuong,0899936299,1200000,2,,,/default.png
74,,thuong,0899936006,1200000,2,,,/default.png
73,,thuong,0899935859,1200000,2,,,/default.png
72,,thuong,0899939357,1200000,2,,,/default.png
71,,thuong,0899936556,1200000,2,,,/default.png
70,,thuong,0899935885,1200000,2,,,/default.png
69,,thuong,0899935879,1200000,2,,,/default.png
68,,thuong,0899939768,1200000,2,,,/default.png
67,,thuong,0899936226,1200000,2,,,/default.png
66,,thuong,0899936446,1200000,2,,,/default.png
65,,thuong,0899939489,1200000,2,,,/default.png
64,,thuong,0899201787,1200000,2,,,/default.png
63,,thuong,0899939309,1200000,2,,,/default.png
62,,thuong,0898030889,1200000,2,,,/default.png
61,,thuong,0899209787,1200000,2,,,/default.png
60,,thuong,0899205787,1200000,2,,,/default.png
59,,thuong,0899202787,1200000,2,,,/default.png
58,,thuong,0933250499,1200000,2,,,/default.png
57,,thuong,0899202788,1200000,2,,,/default.png
56,,thuong,0901234825,1200000,2,,,/default.png
55,,thuong,0931313433,1300000,2,,,/default.png
54,,thuong,0931303431,1300000,2,,,/default.png
53,,thuong,0931303432,1500000,2,,,/default.png
52,,thuong,0931303433,1500000,2,,,/default.png
51,,thuong,0931303430,1500000,2,,,/default.png
50,,thuong,0931303034,1500000,2,,,/default.png
49,,thuong,0931303343,1500000,2,,,/default.png
48,,thuong,0931313430,1500000,2,,,/default.png
47,,thuong,0931313432,1500000,2,,,/default.png
46,,thuong,0899936565,1500000,2,,,/default.png
45,,thuong,0899936464,1500000,2,,,/default.png
44,,thuong,0899939793,1500000,2,,,/default.png
43,,thuong,0899939298,1500000,2,,,/default.png
42,,thuong,0899939297,1500000,2,,,/default.png
41,,thuong,0899939296,1500000,2,,,/default.png
40,,thuong,0899939295,1500000,2,,,/default.png
39,,thuong,0899939456,1500000,2,,,/default.png
38,,thuong,0899936655,1500000,2,,,/default.png
37,,thuong,0899936644,1500000,2,,,/default.png
36,,thuong,0899936633,1500000,2,,,/default.png
35,,thuong,0899936622,1500000,2,,,/default.png
34,,thuong,0899089101,1500000,2,,,/default.png
33,,thuong,0934982991,1500000,2,,,/default.png
32,,thuong,0934736446,1500000,2,,,/default.png
31,,thuong,0899936611,1500000,2,,,/default.png
30,,thuong,0899200782,1500000,2,,,/default.png
29,,thuong,0899200781,1500000,2,,,/default.png
28,,thuong,0899200780,1500000,2,,,/default.png
27,,thuong,0899200778,1500000,2,,,/default.png
26,,thuong,0899202778,1500000,2,,,/default.png
25,,thuong,0899207778,1500000,2,,,/default.png
24,,thuong,0899207776,1500000,2,,,/default.png
23,,thuong,0899232737,1500000,2,,,/default.png
22,,thuong,0899936600,1500000,2,,,/default.png
21,,thuong,0935456196,1500000,2,,,/default.png
20,,thuong,0901150601,1500000,2,,,/default.png
19,,thuong,0899939593,1500000,2,,,/default.png
18,,thuong,0899935995,1500000,2,,,/default.png
17,,thuong,0899936099,1500000,2,,,/default.png
16,,thuong,0899936199,1500000,2,,,/default.png
15,,thuong,0899939486,2500000,2,,,/default.png
14,,thuong,0702695695,3500000,2,,,/default.png
13,,thuong,0706144499,3500000,2,,,/default.png
12,,thuong,0706146886,3500000,2,,,/default.png
11,,thuong,0706146688,3500000,2,,,/default.png
10,,thuong,0772553311,3500000,2,,,/default.png
9,,thuong,0772553366,3500000,2,,,/default.png
8,,thuong,0702634634,3500000,2,,,/default.png
7,,thuong,0784848789,3500000,2,,,/default.png
6,,thuong,0899897889,4000000,2,,,/default.png
5,,thuong,0702630246,4000000,2,,,/default.png
4,,thuong,0772552468,4000000,2,,,/default.png
3,2,thuong,0793032777,4500000,2,3,,/default.png
2,4,vip,0769021777,5000000,2,5,,/default.png
1,4,vip,0766699789,28000000,2,5,,/default.png
